"CUST_ID","BALANCE","BALANCE_FREQUENCY","PURCHASES","ONEOFF_PURCHASES","INSTALLMENTS_PURCHASES","CASH_ADVANCE","PURCHASES_FREQUENCY","ONEOFF_PURCHASES_FREQUENCY","PURCHASES_INSTALLMENTS_FREQUENCY","CASH_ADVANCE_FREQUENCY","CASH_ADVANCE_TRX","PURCHASES_TRX","CREDIT_LIMIT","PAYMENTS","MINIMUM_PAYMENTS","PRC_FULL_PAYMENT","TENURE","Card_use_type","Months_used_for_Purchase","Monthly_Avg_Purchase","Months_used_for_cash_adv","Monthly_Avg_Cash_Adv_Amt","N.o_of_purchase_trans","N.o_of_cash_adv_trans","Limit_Usage","Payment_Ratio","kmeans_model.cluster"
"C12276",24.463674,0.818182,254.37,0,254.37,0,0.75,0,0.666667,0,0,10,4000,206.073166,128.455136,0.125,12,"Installment",9,28.2633333333333,0,0,25,0,0.0061159185,1.60424232472885,"3"
"C12278",28.924276,1,324.6,0,324.6,0,1,0,1,0,0,12,3000,320.218246,174.11997,0.833333,12,"Installment",12,27.05,0,0,27,0,0.00964142533333333,1.83906674231566,"3"
"C12280",1219.914858,1,0,0,0,442.372527,0,0,0,0.166667,2,0,1500,540.400104,288.438136,0,12,"Cash Advance",0,0,2,221.1862635,0,221,0.813276572,1.87353902467321,"2"
"C12283",4158.137668,1,8.4,8.4,0,0,1,1,0,0,0,12,7500,1001.17541,1917.458466,0,12,"One-Off",12,0.7,0,0,1,0,0.554418355733333,0.522136686532015,"2"
"C12285",131.260514,0.5,1109.91,1109.91,0,0,0.5,0.5,0,0,0,21,9500,2137.485075,89.478836,1,10,"One-Off",5,221.982,0,0,53,0,0.0138168962105263,23.8881636211718,"1"
"C12287",331.686553,1,2289.42,1227.08,1062.34,0,1,1,0.666667,0,0,37,9500,2184.371316,188.333341,0,12,"Both Purchases",12,190.785,0,0,62,0,0.034914374,11.5984312942232,"3"
"C12288",1504.334228,0.909091,565,565,0,0,0.25,0.25,0,0,0,3,2200,2511.315474,471.295665,0,12,"One-Off",3,188.333333333333,0,0,188,0,0.683788285454545,5.3285350587725,"2"
"C12289",1928.971964,1,2061.55,369.55,1692,0,1,1,1,0,0,30,8500,2200.93868,450.459621,0,12,"Both Purchases",12,171.795833333333,0,0,69,0,0.226937878117647,4.88598439770032,"3"
"C12292",684.658511,1,184.68,0,184.68,0,1,0,1,0,0,12,2900,2837.204108,350.27437,0.4,12,"Installment",12,15.39,0,0,15,0,0.236089141724138,8.09994778664508,"3"
"C12293",5.120644,0.2,55.55,0,55.55,0,0.1,0,0.1,0,0,1,6000,0,80.236366553218,0,10,"Installment",1,55.55,0,0,56,0,0.000853440666666667,0,"1"
"C12294",1685.020731,1,0,0,0,243.61411,0,0,0,0.083333,1,0,1800,559.556519,335.731533,0,12,"Cash Advance",0,0,1,243.61411,0,244,0.936122628333333,1.66667847371965,"2"
"C12295",313.87913,1,2746.84,2170,576.84,0,1,0.916667,0.916667,0,0,59,2500,2562.579256,193.157628,0.25,12,"Both Purchases",12,228.903333333333,0,0,47,0,0.125551652,13.2667774114518,"3"
"C12297",1380.728565,1,0,0,0,126.637116,0,0,0,0.166667,3,0,1500,279.782836,515.444012,0,12,"Cash Advance",0,0,2,63.318558,0,42,0.92048571,0.542799662982601,"2"
"C12298",40.343354,0.5,318.79,318.79,0,0,0.2,0.2,0,0,0,2,6000,603.896667,56.679587,0,10,"One-Off",2,159.395,0,0,159,0,0.00672389233333333,10.6545707010886,"1"
"C12299",147.838347,1,0,0,0,68.919596,0,0,0,0.083333,1,0,600,50.406698,250.170305,0,12,"Cash Advance",0,0,1,68.919596,0,69,0.246397245,0.201489533300125,"2"
"C12300",69.141919,1,872.94,137.3,735.64,0,0.916667,0.333333,0.916667,0,0,24,10000,721.050386,167.657169,0.6,12,"Both Purchases",11,79.3581818181818,0,0,36,0,0.0069141919,4.30074294049424,"3"
"C12302",4677.021295,1,1798.66,1364.22,434.44,1569.577102,0.916667,0.583333,0.916667,0.416667,6,36,9000,1156.783897,1615.317615,0,12,"All Three",11,163.514545454545,5,313.9154204,50,262,0.519669032777778,0.716134019871999,"2"
"C12303",33.31938,0.818182,279.56,0,279.56,0,0.666667,0,0.583333,0,0,8,3000,347.911693,146.317275,0.285714,12,"Installment",8,34.945,0,0,35,0,0.01110646,2.37778958772982,"3"
"C12304",1748.310383,1,0,0,0,157.152652,0,0,0,0.083333,1,0,2000,538.443435,484.32512,0,12,"Cash Advance",0,0,1,157.152652,0,157,0.8741551915,1.1117396409255,"2"
"C12305",931.674532,1,2417.91,2303.91,114,3508.775536,0.583333,0.5,0.166667,0.166667,9,21,8000,3468.393326,261.268016,0,12,"All Three",7,345.415714285714,2,1754.387768,115,390,0.1164593165,13.2752312322837,"2"
"C12306",1475.871356,1,826.77,664.21,162.56,0,1,1,0.333333,0,0,18,1500,1182.627097,1332.067827,0,12,"Both Purchases",12,68.8975,0,0,46,0,0.983914237333333,0.887812972454593,"2"
"C12307",992.424289,1,0,0,0,45.026228,0,0,0,0.111111,1,0,1000,161.400987,183.86589,0,9,"Cash Advance",0,0,1,45.026228,0,45,0.992424289,0.877819083245946,"2"
"C12309",1156.813935,1,251.38,101.28,150.1,506.605228,0.909091,0.181818,0.909091,0.181818,3,12,7500,2853.276447,367.503207,0.181818,11,"All Three",10,25.138,2,253.302614,21,169,0.154241858,7.76394979051163,"3"
"C12311",107.452196,1,1196.35,945.79,250.56,0,1,1,0.5,0,0,37,5500,1597.772035,174.857103,0.5,12,"Both Purchases",12,99.6958333333333,0,0,32,0,0.0195367629090909,9.13758725031605,"3"
"C12312",4181.216991,1,1443.33,1443.33,0,0,0.083333,0.083333,0,0,0,1,6000,1027.149996,1420.666789,0,12,"One-Off",1,1443.33,0,0,1443,0,0.6968694985,0.72300556608563,"2"
"C12313",162.94835,0.545455,400,400,0,0,0.083333,0.083333,0,0,0,1,4000,137.20573,71.377094,0,12,"One-Off",1,400,0,0,400,0,0.0407370875,1.92226556603719,"1"
"C12314",2382.328208,1,899.58,413.28,486.3,450.252732,1,0.25,1,0.166667,4,34,2500,850.186851,1212.047288,0,12,"All Three",12,74.965,2,225.126366,26,113,0.9529312832,0.70144693149959,"2"
"C12315",55.707056,1,1224.99,0,1224.99,0,1,0,1,0,0,26,7500,1130.359054,166.788652,1,12,"Installment",12,102.0825,0,0,47,0,0.00742760746666667,6.77719401437455,"3"
"C12316",902.491328,1,0,0,0,3936.354616,0,0,0,0.272727,5,0,1800,3633.579097,577.463579,0.181818,11,"Cash Advance",0,0,3,1312.11820533333,0,787,0.501384071111111,6.29230869121185,"2"
"C12317",1599.306976,1,112.57,112.57,0,70.564078,0.25,0.25,0,0.083333,1,3,1800,595.55337,379.959706,0,12,"One-Off",3,37.5233333333333,1,70.564078,38,71,0.888503875555556,1.56741191393595,"2"
"C12318",970.322769,1,0,0,0,2034.69483,0,0,0,0.333333,14,0,2000,1373.649725,362.565529,0.083333,12,"Cash Advance",0,0,4,508.6737075,0,145,0.4851613845,3.7886936708757,"2"
"C12320",1738.377115,1,140.2,140.2,0,0,1,1,0,0,0,12,6500,432.72779,591.069406,0,12,"One-Off",12,11.6833333333333,0,0,12,0,0.267442633076923,0.732109944462258,"3"
"C12322",462.916347,1,270.97,107.15,163.82,0,0.333333,0.333333,0.25,0,0,7,10000,1293.523382,181.597864,0.083333,12,"Both Purchases",4,67.7425,0,0,39,0,0.0462916347,7.12300989399303,"3"
"C12323",1281.276331,1,792.14,703.58,88.56,0,0.916667,0.5,0.75,0,0,18,1500,397.388693,706.199917,0,12,"Both Purchases",11,72.0127272727273,0,0,44,0,0.854184220666667,0.562714159877195,"2"
"C12324",632.807858,1,453.91,318.91,135,927.939586,0.583333,0.333333,0.25,0.5,8,8,6000,350.387978,228.165965,0,12,"All Three",7,64.8442857142857,6,154.656597666667,57,116,0.105467976333333,1.53567153628719,"2"
"C12325",2463.60548,1,654,300,354,0,1,0.166667,1,0,0,17,2400,1149.733036,3175.27696,0,12,"Both Purchases",12,54.5,0,0,38,0,1.02650228333333,0.362089055689807,"2"
"C12326",1236.635476,1,540,540,0,0,0.818182,0.818182,0,0,0,9,4000,2136.389192,247.620077,0.090909,11,"One-Off",9,60,0,0,60,0,0.309158869,8.62768971677527,"3"
"C12331",955.415962,1,1060,1060,0,0,0.111111,0.111111,0,0,0,1,2100,189.106448,213.863185,0,9,"One-Off",1,1060,0,0,1060,0,0.454959981904762,0.884240305314821,"3"
"C12333",44.174721,1,290,0,290,0,0.75,0,0.583333,0,0,9,6000,326.635918,158.281177,0.111111,12,"Installment",9,32.2222222222222,0,0,32,0,0.0073624535,2.06364347417002,"3"
"C12335",937.276757,1,45.65,45.65,0,19.995297,0.083333,0.083333,0,0.083333,1,1,1000,335.809644,442.354727,0,12,"One-Off",1,45.65,1,19.995297,46,20,0.937276757,0.759141077292026,"2"
"C12337",815.832195,0.5,211.22,83,128.22,3214.78962,0.6,0.1,0.5,0.2,23,6,3500,1664.863771,168.230369,0,10,"All Three",6,35.2033333333333,2,1607.39481,35,140,0.233094912857143,9.8963331109379,"1"
"C12339",1053.59473,1,1450,1450,0,0,0.125,0.125,0,0,0,1,1500,397.090516,227.143184,0,8,"One-Off",1,1450,0,0,1450,0,0.702396486666667,1.74819472461036,"3"
"C12340",1877.424948,1,170.07,118.2,51.87,0,0.166667,0.166667,0.166667,0,0,2,6000,248.81801,264.497515,0,6,"Both Purchases",1,170.07,0,0,85,0,0.312904158,0.940719650995587,"2"
"C12341",8.928211,0.727273,105.78,105.78,0,0,0.416667,0.416667,0,0,0,6,3500,199.171196,88.814442,0.5,12,"One-Off",5,21.156,0,0,18,0,0.00255091742857143,2.2425541557757,"3"
"C12342",2139.919711,1,330.89,71.4,259.49,2649.967098,0.5,0.083333,0.416667,0.416667,18,7,6000,703.005516,720.646441,0,12,"All Three",6,55.1483333333333,5,529.9934196,47,147,0.356653285166667,0.975520693648996,"2"
"C12343",137.909416,1,897.42,684.12,213.3,0,0.916667,0.916667,0.583333,0,0,27,7000,965.182597,191.931603,0.083333,12,"Both Purchases",11,81.5836363636364,0,0,33,0,0.0197013451428571,5.02878411847579,"3"
"C12344",1301.549278,1,0,0,0,72.681585,0,0,0,0.083333,1,0,1500,317.211622,531.398722,0,12,"Cash Advance",0,0,1,72.681585,0,73,0.867699518666667,0.596937118715916,"2"
"C12345",287.140554,0.636364,316.78,0,316.78,0,0.75,0,0.75,0,0,15,4500,1308.806298,248.833196,0,12,"Installment",9,35.1977777777778,0,0,21,0,0.063809012,5.25977369193136,"3"
"C12346",26.621291,0.363636,426.83,426.83,0,0,0.416667,0.416667,0,0,0,5,6000,195.490843,88.384521,0,12,"One-Off",5,85.366,0,0,85,0,0.00443688183333333,2.21182216963081,"1"
"C12348",740.382347,1,1672.35,1571.35,101,310.806852,0.666667,0.5,0.416667,0.25,3,15,5500,1437.155317,287.831911,0,12,"All Three",8,209.04375,3,103.602284,111,104,0.134614972181818,4.99303677624542,"3"
"C12349",2719.526277,1,448.07,448.07,0,3474.764847,0.25,0.25,0,0.333333,4,7,3000,3537.693441,1105.400886,0.083333,12,"One-Off",3,149.356666666667,4,868.69121175,64,869,0.906508759,3.20037145419838,"2"
"C12350",9.75539,0.909091,219.37,219.37,0,0,1,1,0,0,0,12,6000,216.850592,76.604414,0.25,12,"One-Off",12,18.2808333333333,0,0,18,0,0.00162589833333333,2.83078455505188,"3"
"C12351",1689.319684,1,724.83,0,724.83,0,0.583333,0,0.583333,0,0,7,1500,1462.037592,3397.732291,0,12,"Installment",7,103.547142857143,0,0,104,0,1.12621312266667,0.430298053755642,"2"
"C12352",62.053779,0.636364,29.6,29.6,0,838.60032,0.083333,0.083333,0,0.083333,2,1,6000,1576.039085,108.744838,0.166667,12,"One-Off",1,29.6,1,838.60032,30,419,0.0103422965,14.4930013597519,"1"
"C12353",1417.474456,1,144.49,144.49,0,0,0.416667,0.416667,0,0,0,6,1500,348.50421,417.305741,0,12,"One-Off",5,28.898,0,0,24,0,0.944982970666667,0.835129200870496,"2"
"C12354",1613.321542,1,252,252,0,0,0.166667,0.166667,0,0,0,3,1800,833.515706,592.475313,0,12,"One-Off",2,126,0,0,84,0,0.896289745555556,1.40683617985616,"2"
"C12355",392.194003,1,788.14,788.14,0,0,0.166667,0.166667,0,0,0,2,9000,1041.707049,192.452296,0,12,"One-Off",2,394.07,0,0,394,0,0.0435771114444444,5.4128065533705,"3"
"C12356",936.041324,1,1141.24,999.08,142.16,0,0.666667,0.166667,0.583333,0,0,12,1200,1225.983876,2595.332901,0,12,"Both Purchases",8,142.655,0,0,95,0,0.780034436666667,0.472380200446586,"2"
"C12357",527.761784,1,2702.57,1942.77,759.8,0,1,0.5,0.75,0,0,32,3000,1942.140315,188.998017,0.083333,12,"Both Purchases",12,225.214166666667,0,0,84,0,0.175920594666667,10.2759824988005,"3"
"C12358",1283.402142,1,1286.34,0,1286.34,0,1,0,1,0,0,35,2100,1470.711716,2972.477983,0,12,"Installment",12,107.195,0,0,37,0,0.611143877142857,0.494776319424802,"3"
"C12360",15.236618,0.272727,161.5,161.5,0,0,0.166667,0.166667,0,0,0,1,3000,912.737392,114.337421,0,12,"One-Off",2,80.75,0,0,162,0,0.00507887266666667,7.9828404735489,"1"
"C12361",153.003135,1,96.2,0,96.2,0,0.833333,0,0.833333,0,0,10,9000,326.168469,202.58767,0,12,"Installment",10,9.62,0,0,10,0,0.0170003483333333,1.61001145331303,"3"
"C12362",248.200613,1,2329.12,1567.22,761.9,0,1,0.916667,0.583333,0,0,31,5500,812.097275,231.774034,0.166667,12,"Both Purchases",12,194.093333333333,0,0,75,0,0.0451273841818182,3.50383199094684,"3"
"C12363",1466.91925,1,0,0,0,37.691257,0,0,0,0.166667,2,0,1500,323.642185,429.538368,0,12,"Cash Advance",0,0,2,18.8456285,0,19,0.977946166666667,0.753465136320488,"2"
"C12364",1777.056105,1,1083.12,0,1083.12,0,1,0,1,0,0,24,4000,383.231247,659.560532,0,12,"Installment",12,90.26,0,0,45,0,0.44426402625,0.581040296389354,"3"
"C12365",475.171266,0.727273,1155.4,1155.4,0,0,0.083333,0.083333,0,0,0,1,2000,1264.974166,116.244107,0,12,"One-Off",1,1155.4,0,0,1155,0,0.237585633,10.8820498401695,"1"
"C12366",1117.683394,0.909091,45.65,45.65,0,0,0.090909,0.090909,0,0,0,1,1200,287.581425,371.232319,0,11,"One-Off",1,45.65,0,0,46,0,0.931402828333333,0.774666994982191,"2"
"C12368",14.68344,0.363636,67.44,67.44,0,0,0.083333,0.083333,0,0,0,1,4000,82.000743,57.564463,0,12,"One-Off",1,67.44,0,0,67,0,0.00367086,1.424502874282,"1"
"C12369",1475.973063,1,181.63,181.63,0,2252.747969,0.916667,0.916667,0,0.5,17,13,1800,2588.459613,960.647101,0.083333,12,"One-Off",11,16.5118181818182,6,375.457994833333,14,133,0.819985035,2.69449583546914,"2"
"C12370",986.583117,0.727273,0,0,0,1350.155793,0,0,0,0.090909,1,0,1500,276.229102,362.442402,0,11,"Cash Advance",0,0,1,1350.155793,0,1350,0.657722078,0.762132411869404,"2"
"C12371",955.41412,1,0,0,0,1145.252721,0,0,0,0.25,4,0,1200,1402.659723,372.641361,0,12,"Cash Advance",0,0,3,381.750907,0,286,0.796178433333333,3.7641010091738,"2"
"C12372",447.808002,1,1593.29,214.2,1379.09,0,1,0.25,0.916667,0,0,36,7000,1660.750541,188.340279,0,12,"Both Purchases",12,132.774166666667,0,0,44,0,0.0639725717142857,8.81781926743349,"3"
"C12373",3304.423662,1,0,0,0,1270.287892,0,0,0,0.416667,9,0,7000,1026.076088,1478.485801,0,12,"Cash Advance",0,0,5,254.0575784,0,141,0.472060523142857,0.694004695416077,"2"
"C12374",1135.629139,1,398.64,0,398.64,0,1,0,1,0,0,12,1500,364.300862,449.07262,0,12,"Installment",12,33.22,0,0,33,0,0.757086092666667,0.811229288483453,"3"
"C12375",933.150722,0.727273,0,0,0,1374.764359,0,0,0,0.090909,1,0,1500,360.729411,335.993476,0,11,"Cash Advance",0,0,1,1374.764359,0,1375,0.622100481333333,1.07362028362717,"2"
"C12376",1055.369866,0.545455,0,0,0,3776.644822,0,0,0,0.166667,2,0,6000,2924.470714,195.294122,0,12,"Cash Advance",0,0,2,1888.322411,0,1888,0.175894977666667,14.9746991053832,"1"
"C12378",0,0,176.03,176.03,0,0,0.125,0.125,0,0,0,1,7000,0,132.460611437701,0,8,"One-Off",1,176.03,0,0,176,0,0,0,"1"
"C12381",21.377711,0.636364,312.1,0,312.1,0,0.583333,0,0.583333,0,0,7,2000,497.127166,145.605731,1,12,"Installment",7,44.5857142857143,0,0,45,0,0.0106888555,3.41420054407062,"3"
"C12383",4071.792166,1,1721.66,551.17,1170.49,0,1,0.5,1,0,0,27,10000,1065.894938,1173.307383,0,12,"Both Purchases",12,143.471666666667,0,0,64,0,0.4071792166,0.90845327783981,"2"
"C12385",1158.67621,0.909091,1036.68,150,886.68,1789.779133,0.916667,0.083333,0.833333,0.333333,11,22,1700,2790.066228,1281.453534,0,12,"All Three",11,94.2436363636364,4,447.44478325,47,163,0.681574241176471,2.17726679428706,"2"
"C12386",2093.844656,1,0,0,0,1307.898095,0,0,0,0.083333,2,0,3000,470.841807,912.479272,0,12,"Cash Advance",0,0,1,1307.898095,0,654,0.697948218666667,0.516002742690247,"2"
"C12387",299.464702,1,1439.49,593,846.49,0,1,0.166667,1,0,0,31,6000,1323.74446,200.986504,0,12,"Both Purchases",12,119.9575,0,0,46,0,0.0499107836666667,6.58623556136884,"3"
"C12388",21.928045,0.909091,190.45,190.45,0,49.196465,0.166667,0.166667,0,0.083333,1,2,8500,155.609598,66.465635,0,12,"One-Off",2,95.225,1,49.196465,95,49,0.00257977,2.34120381156367,"3"
"C12389",657.223335,0.857143,1151.91,615.85,536.06,442.688396,0.714286,0.285714,0.571429,0.285714,2,13,1000,632.225833,350.841821,0.2,7,"All Three",5,230.382,2,221.344198,89,221,0.657223335,1.80202528648943,"2"
"C12390",74.34204,1,724.52,200,524.52,0,1,0.083333,1,0,0,13,4000,529.362717,189.362616,0.916667,12,"Both Purchases",12,60.3766666666667,0,0,56,0,0.01858551,2.7954974861564,"3"
"C12391",2664.700424,1,715.51,109,606.51,494.573662,0.75,0.083333,0.583333,0.083333,1,11,3500,918.003032,792.902894,0,12,"All Three",9,79.5011111111111,1,494.573662,65,495,0.761342978285714,1.15777485357494,"2"
"C12392",900.482738,1,0,0,0,77.012362,0,0,0,0.083333,1,0,1000,197.631228,214.62422,0,12,"Cash Advance",0,0,1,77.012362,0,77,0.900482738,0.920824443765014,"2"
"C12393",1146.202492,1,0,0,0,58.697369,0,0,0,0.25,3,0,1200,290.331406,353.360027,0,12,"Cash Advance",0,0,3,19.5657896666667,0,20,0.955168743333333,0.821630585850051,"2"
"C12394",9.72453,0.272727,158.34,0,158.34,0,0.333333,0,0.333333,0,0,4,6000,182.175514,55.480481,0.363636,12,"Installment",4,39.585,0,0,40,0,0.001620755,3.28359651388026,"1"
"C12395",3037.608728,1,173.48,173.48,0,382.582455,0.166667,0.166667,0,0.166667,6,3,3000,869.253948,4682.965732,0,12,"One-Off",2,86.74,2,191.2912275,58,64,1.01253624266667,0.18562039479814,"2"
"C12396",25.184241,0.181818,0,0,0,519.538738,0,0,0,0.083333,5,0,6000,2161.530837,55.542128,1,12,"Cash Advance",0,0,1,519.538738,0,104,0.0041973735,38.9169611398396,"1"
"C12398",64.078171,0.909091,1049,0,1049,0,1,0,1,0,0,14,5000,1072.021707,153.531842,0.727273,12,"Installment",12,87.4166666666667,0,0,75,0,0.0128156342,6.98240634017796,"3"
"C12400",1095.041551,1,1132.36,377.44,754.92,0,1,0.333333,1,0,0,43,2500,410.973222,405.230106,0,12,"Both Purchases",12,94.3633333333333,0,0,26,0,0.4380166204,1.0141724810545,"3"
"C12401",234.700486,1,82,82,0,0,0.083333,0.083333,0,0,0,2,4200,350.773984,215.834479,0,12,"One-Off",1,82,0,0,41,0,0.0558810680952381,1.62519902114435,"3"
"C12403",1435.703308,1,664.61,45.7,618.91,945.736707,0.666667,0.083333,0.5,0.166667,3,15,7500,453.692206,358.574883,0,12,"All Three",8,83.07625,2,472.8683535,44,315,0.191427107733333,1.26526487913544,"2"
"C12404",325.024091,1,2251.62,1964.05,287.57,141.021854,0.916667,0.666667,0.5,0.083333,1,20,9500,2258.1657,169.123707,0.888889,12,"All Three",11,204.692727272727,1,141.021854,113,141,0.0342130622105263,13.352153521564,"3"
"C12405",4395.237251,1,2514.3,985.11,1529.19,0,1,0.666667,1,0,0,32,5000,2095.014385,1960.982734,0,12,"Both Purchases",12,209.525,0,0,79,0,0.8790474502,1.06834922545524,"2"
"C12406",25.379719,0.571429,179,0,179,0,0.857143,0,0.714286,0,0,6,4000,308.793382,73.19845,0,7,"Installment",6,29.8333333333333,0,0,30,0,0.00634492975,4.21857815295269,"1"
"C12408",3044.269636,1,93.31,93.31,0,789.697144,0.083333,0.083333,0,0.166667,2,1,3500,670.719989,949.520589,0,12,"One-Off",1,93.31,2,394.848572,93,395,0.869791324571429,0.706377509629757,"2"
"C12409",435.905875,0.454545,2877.09,1561.04,1316.05,204.935422,1,0.333333,1,0.083333,2,51,3500,2975.275558,112.893466,0,12,"All Three",12,239.7575,1,204.935422,56,102,0.124544535714286,26.3547188638889,"1"
"C12414",3338.863375,1,775,365,410,0,0.583333,0.166667,0.416667,0,0,8,8500,920.748289,784.929199,0,12,"Both Purchases",7,110.714285714286,0,0,97,0,0.392807455882353,1.17303355534873,"2"
"C12417",994.367302,0.857143,0,0,0,4058.539188,0,0,0,0.571429,15,0,10000,168.100048,237.414459,0,7,"Cash Advance",0,0,4,1014.634797,0,271,0.0994367302,0.708044694110227,"2"
"C12419",162.54754,0.909091,405.61,0,405.61,0,0.916667,0,0.916667,0,0,23,2200,612.674738,130.269702,0,12,"Installment",11,36.8736363636364,0,0,18,0,0.0738852454545455,4.70312535143437,"3"
"C12420",1070.486185,1,818.64,0,818.64,0,1,0,1,0,0,24,1000,976.831849,1926.566967,0,12,"Installment",12,68.22,0,0,34,0,1.070486185,0.507032387522504,"2"
"C12421",4059.211725,1,0,0,0,4524.312762,0,0,0,0.25,4,0,5000,3246.575307,866.693315,0,12,"Cash Advance",0,0,3,1508.104254,0,1131,0.811842345,3.7459332509101,"2"
"C12423",929.115076,1,611.71,591.71,20,0,0.5,0.5,0.166667,0,0,11,1200,1019.527645,273.627647,0,12,"Both Purchases",6,101.951666666667,0,0,56,0,0.774262563333333,3.72596722655003,"2"
"C12424",2159.370933,1,627.23,493.48,133.75,1055.558646,0.75,0.75,0.333333,0.25,3,17,2500,1030.373212,521.492992,0,12,"All Three",9,69.6922222222222,3,351.852882,37,352,0.8637483732,1.975814110269,"2"
"C12425",4523.499003,1,0,0,0,966.297398,0,0,0,0.083333,2,0,9500,1348.018275,1101.578675,0,12,"Cash Advance",0,0,1,966.297398,0,483,0.476157789789474,1.22371493347944,"2"
"C12426",753.703481,1,0,0,0,899.346012,0,0,0,0.083333,2,0,1200,1065.666403,160.863666,0.083333,12,"Cash Advance",0,0,1,899.346012,0,450,0.628086234166667,6.62465570690152,"2"
"C12427",3778.609797,1,878.29,631.27,247.02,0,0.583333,0.5,0.25,0,0,13,8500,883.744982,858.064557,0,12,"Both Purchases",7,125.47,0,0,68,0,0.444542329058824,1.02992831342409,"2"
"C12428",947.457151,1,1787.83,126.24,1661.59,458.961661,1,0.083333,1,0.083333,1,61,4000,574.055852,259.977392,0.166667,12,"All Three",12,148.985833333333,1,458.961661,29,459,0.23686428775,2.2080991257886,"3"
"C12429",606.323282,1,299.9,299.9,0,0,0.25,0.25,0,0,0,3,4200,502.64224,204.447891,0,12,"One-Off",3,99.9666666666667,0,0,100,0,0.144362686190476,2.45853472756048,"3"
"C12430",73.379518,1,875.38,0,875.38,0,1,0,1,0,0,16,6500,688.546903,196.362677,0.75,12,"Installment",12,72.9483333333333,0,0,55,0,0.0112891566153846,3.50650598942486,"3"
"C12431",516.49276,1,380,380,0,1004.279993,0.333333,0.333333,0,0.5,11,6,1200,415.924157,247.45192,0,12,"One-Off",4,95,6,167.379998833333,63,91,0.430410633333333,1.68082816653837,"2"
"C12432",906.107168,1,2354.06,215.87,2138.19,0,1,0.333333,1,0,0,51,4000,2230.320729,224.547489,0,12,"Both Purchases",12,196.171666666667,0,0,46,0,0.226526792,9.93251244506235,"3"
"C12433",2220.063789,1,2530.12,2530.12,0,157.109678,1,1,0,0.083333,3,85,2500,3275.790625,594.769152,0,12,"One-Off",12,210.843333333333,1,157.109678,30,52,0.8880255156,5.50766732602837,"2"
"C12435",205.123752,1,2066.08,1245.3,820.78,0,1,1,1,0,0,41,7500,2597.718416,201.214315,0.916667,12,"Both Purchases",12,172.173333333333,0,0,50,0,0.0273498336,12.9102067912017,"3"
"C12437",1073.370435,0.818182,824.77,377.81,446.96,1214.495468,0.666667,0.416667,0.5,0.333333,6,25,1800,534.728641,892.117717,0,12,"All Three",8,103.09625,4,303.623867,33,202,0.596316908333333,0.599392468964945,"2"
"C12438",1381.753281,1,0,0,0,648.228793,0,0,0,0.083333,1,0,2400,3112.377295,3102.98565,0,12,"Cash Advance",0,0,1,648.228793,0,648,0.57573053375,1.00302664789958,"2"
"C12440",372.924756,0.909091,462.7,162.7,300,0,0.5,0.083333,0.416667,0,0,7,1800,1193.383862,114.183944,0.181818,12,"Both Purchases",6,77.1166666666667,0,0,66,0,0.20718042,10.4514156736432,"3"
"C12443",556.912886,1,0,0,0,972.223685,0,0,0,0.083333,1,0,4000,1968.065171,188.435841,0.083333,12,"Cash Advance",0,0,1,972.223685,0,972,0.1392282215,10.4442188946422,"2"
"C12445",19.112841,1,504.2,0,504.2,0,1,0,1,0,0,20,1000,476.370018,130.862225,0.727273,12,"Installment",12,42.0166666666667,0,0,25,0,0.019112841,3.6402408563663,"3"
"C12448",1887.061349,1,0,0,0,93.437109,0,0,0,0.166667,3,0,2000,411.517239,765.751845,0,12,"Cash Advance",0,0,2,46.7185545,0,31,0.9435306745,0.537402869724721,"2"
"C12449",152.227891,1,946,536,410,0,0.75,0.25,0.416667,0,0,18,6500,804.255916,169.229664,0.2,12,"Both Purchases",9,105.111111111111,0,0,53,0,0.0234196755384615,4.7524523596525,"3"
"C12450",1193.351573,0.875,0,0,0,1433.85482,0,0,0,0.125,4,0,1500,164.003621,254.022569,0,8,"Cash Advance",0,0,1,1433.85482,0,358,0.795567715333333,0.645626180561933,"2"
"C12451",2544.036536,1,0,0,0,107.710567,0,0,0,0.083333,1,0,7000,1064.575065,587.957563,0,12,"Cash Advance",0,0,1,107.710567,0,108,0.363433790857143,1.81063248777361,"2"
"C12452",63.064197,1,1176.93,0,1176.93,0,1,0,1,0,0,23,7500,1319.009967,64.517961,0.363636,12,"Installment",12,98.0775,0,0,51,0,0.0084085596,20.4440739687976,"3"
"C12453",3.29042,0.181818,225.6,0,225.6,0,1,0,1,0,0,12,4000,268.500244,29.584288,0.090909,12,"Installment",12,18.8,0,0,19,0,0.000822605,9.07577170692768,"1"
"C12454",182.959331,1,847.88,0,847.88,0,0.666667,0,0.666667,0,0,11,5000,757.48839,193.758424,0.166667,12,"Installment",8,105.985,0,0,77,0,0.0365918662,3.90944751904051,"3"
"C12456",2817.403474,1,1878.54,1198.89,679.65,1154.965664,0.5,0.333333,0.333333,0.416667,8,14,3500,3185.017063,1079.066979,0,12,"All Three",6,313.09,5,230.9931328,134,144,0.804972421142857,2.95163981938511,"2"
"C12457",320.35306,1,2542.61,696.08,1846.53,0,1,0.583333,1,0,0,27,7500,3158.530331,192.272514,0.5,12,"Both Purchases",12,211.884166666667,0,0,94,0,0.0427137413333333,16.4273627326681,"3"
